Code,Name,Registration_number,Keph level,Facility type,Owner,Regulatory body,Beds,Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed
15440,Ongata Rongai Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,16,1,KAJIADO,KAJIADO NORTH,kajiado north,NKAIMURUNYA,Operational,Yes,No,Yes,No,,Yes,Yes,No
14950,Kitengela Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,20,0,KAJIADO,KAJIADO EAST,kajiado east,OLOOSIRKON/SHOLINKE,Operational,Yes,No,Yes,No,,Yes,Yes,No
15156,Mau Narok Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,3,0,NAKURU,NJORO,njoro,MAU NAROK,Operational,No,No,No,No,,Yes,Yes,No
13550,Etago Sub-District Hospital,None,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,14,5,KISII,SOUTH MUGIRANGO,south mugirango,GETENGA,Operational,Yes,No,Yes,No,,Yes,Yes,No
10236,Gatura Healh Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,8,4,MURANG'A,GATANGA,gatanga,KARIARA,Operational,Yes,No,Yes,No,,Yes,Yes,No
13947,Nyawara Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,SIAYA,GEM,gem,CENTRAL GEM,Operational,No,No,No,No,,Yes,Yes,No
13840,Ndere Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,SIAYA,GEM,gem,NORTH GEM,Operational,No,No,No,No,,Yes,Yes,No
16439,Matungulu Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MACHAKOS,MATUNGULU,matungulu,MATUNGULU EAST,Operational,No,No,No,No,,Yes,Yes,No
10864,Ngenda Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,2,0,KIAMBU,GATUNDU SOUTH,gatundu south,KIAMWANGI,Operational,Yes,No,Yes,No,,Yes,Yes,No
11562,Marafa Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,17,2,KILIFI,MAGARINI,magarini,MARAFA,Operational,No,No,Yes,No,,Yes,Yes,No
12309,Kilala Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,2,2,MAKUENI,KAITI,Kaiti,UKIA,Operational,No,No,No,No,,Yes,Yes,No
14030,Ramula Health Centre,None,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,SIAYA,GEM,gem,EAST GEM,Operational,No,No,No,No,,Yes,Yes,No
13897,Nyamaraga Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,2,0,MIGORI,SUNA WEST,suna west sub county,WASIMBETE,Operational,No,No,No,No,,Yes,Yes,No
13723,Kugitimo Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,7,0,MIGORI,KURIA EAST,kuria east sub county,NYABASI EAST,Operational,Yes,No,No,No,,Yes,Yes,No
12615,Muutiokiama Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MERU,SOUTH IMENTI,imenti south,ABOGETA EAST,Operational,No,No,No,No,,Yes,Yes,No
15916,Kambiri Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KAKAMEGA,SHINYALU,shinyalu,ISUKHA NORTH,Operational,Yes,No,Yes,No,,Yes,Yes,No
16104,Shamakhubu Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,0,KAKAMEGA,SHINYALU,shinyalu,ISUKHA CENTRAL,Operational,Yes,No,Yes,No,,Yes,Yes,No
15900,Ileho Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,7,4,KAKAMEGA,SHINYALU,shinyalu,ISUKHA EAST,Operational,Yes,No,Yes,No,,Yes,Yes,No
14467,Entarara Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,20,4,KAJIADO,KAJIADO SOUTH,loitokitok,ROMBO,Operational,Yes,No,Yes,No,,Yes,Yes,No
13611,Ibacho Sub-District Hospital,None,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,8,0,KISII,NYARIBARI MASABA,nyaribari masaba,GESUSU,Operational,No,No,No,No,,Yes,Yes,No
10666,Lussigetti Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,6,KIAMBU,KIKUYU,kikuyu,NACHU,Operational,Yes,No,Yes,No,,Yes,Yes,No
15358,Njoro Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,20,0,NAKURU,NJORO,njoro,NJORO,Operational,No,No,No,No,,Yes,Yes,No
16367,Alale Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,30,0,WEST POKOT,KACHELIBA,pokot north,KIWAWA,Operational,No,No,No,No,,Yes,Yes,No
12232,Kathigu Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MERU,SOUTH IMENTI,imenti south,IGOJI EAST,Operational,No,No,No,No,,Yes,Yes,No
12593,Muthetheni Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,1,MACHAKOS,MWALA,mwala,MUTHETHENI,Operational,No,No,No,No,,Yes,Yes,No
12691,Nzeluni Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI WEST,mwingi west,MIGWANI,Operational,Yes,No,Yes,No,,Yes,Yes,No
12475,Masii Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,4,8,MACHAKOS,MWALA,mwala,MASII,Operational,No,No,No,No,,Yes,Yes,No
12831,Uruku Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MERU,SOUTH IMENTI,imenti south,NKUENE,Operational,Yes,No,Yes,No,,Yes,Yes,No
14045,Riana Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,14,0,KISII,BONCHARI,bonchari,RIANA,Operational,Yes,No,Yes,No,,Yes,Yes,No
11173,Wanjohi Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,0,NYANDARUA,KIPIPIRI,kipipiri,WANJOHI,Operational,No,No,No,No,,Yes,Yes,No
10822,Naromoru Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,9,0,NYERI,KIENI,kieni east,NAROMORU/KIAMATHAGA,Operational,No,No,No,No,,Yes,Yes,No
14146,Tinga Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,12,0,NYAMIRA,WEST MUGIRANGO,nyamira,BOSAMARO,Operational,Yes,No,Yes,No,,Yes,Yes,No
13991,Oresi Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,0,KISII,NYARIBARI CHACHE,nyaribari chache,BOBARACHO,Operational,Yes,No,Yes,No,,Yes,Yes,No
16066,Nambale Hospital,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,22,1,BUSIA,NAMBALE,nambale,NAMBALE,Operational,Yes,No,No,No,,Yes,Yes,No
12031,Gatimbi Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,12,2,MERU,CENTRAL IMENTI,imenti central,ABOTHUGUCHI CENTRAL,Operational,Yes,No,No,No,,Yes,Yes,No
12258,Kavindu Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI CENTRAL,mwingi central,NUU,Operational,Yes,No,Yes,No,,Yes,Yes,No
13322,Danaba Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,WAJIR,WAJIR NORTH,wajir north,DANABA,Operational,Yes,No,Yes,No,,Yes,Yes,No
12376,Kivaani Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,0,MACHAKOS,KANGUNDO,kangundo,KANGUNDO EAST,Operational,No,No,No,No,,Yes,Yes,No
10049,Baricho Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,7,0,KIRINYAGA,NDIA,kirinyaga west,MUKURE,Operational,Yes,No,Yes,No,,Yes,Yes,No
12642,Nembure Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,1,EMBU,MANYATTA,manyatta,GATURI SOUTH,Operational,No,No,Yes,No,,Yes,Yes,No
16079,Ndalu Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,16,0,BUNGOMA,TONGAREN,tongaren,NDALU,Operational,Yes,No,No,No,,Yes,Yes,No
12849,Winzyeei Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,19,19,KITUI,MWINGI WEST,mwingi west,KYOME/THAANA,Operational,Yes,No,Yes,No,,Yes,Yes,No
13127,Nsis Health Centre (Ruaraka),None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,NAIROBI,ROYSAMBU,roysambu,ROYSAMBU,Operational,No,No,No,No,,Yes,Yes,No
12996,Kahawa Garrison Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,NAIROBI,ROYSAMBU,roysambu,KAHAWA,Operational,No,No,No,No,,Yes,Yes,No
13893,Nyamagwa Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,44,0,KISII,BOBASI,bobasi,BOBASI/BOITANGARE,Operational,No,No,No,No,,Yes,Yes,No
12493,Mavindini Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,11,4,MAKUENI,MAKUENI,makueni,MAVINDINI,Operational,No,No,Yes,No,,Yes,Yes,No
14003,Othoro Sub District Hospital,None,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,20,2,MIGORI,URIRI,urir sub county,NORTH KANYAMKAGO,Operational,Yes,No,Yes,No,,Yes,Yes,No
13909,Nyametaburo Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,0,MIGORI,KURIA WEST,kuria west sub county,MOKERERO,Operational,Yes,No,Yes,No,,Yes,Yes,No
12174,Kangeta Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,8,2,MERU,IGEMBE CENTRAL,igembe central,KANGETA,Operational,No,No,No,No,,Yes,Yes,No
13333,Eldas Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,WAJIR,ELDAS,eldas,ELDAS,Operational,No,No,No,No,,Yes,Yes,No
10856,Ngano Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,20,0,NYANDARUA,OLJOROOK,oljoroorok,CHARAGITA,Operational,Yes,No,Yes,No,,Yes,Yes,No
12257,Kaviani Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,2,0,MACHAKOS,KATHIANI,kathiani,UPPER KAEWA/IVETI,Operational,No,No,No,No,,Yes,Yes,No
12102,Iuani Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,2,2,MAKUENI,KAITI,Kaiti,UKIA,Operational,No,No,No,No,,Yes,Yes,No
12530,Mitaboni Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,0,MACHAKOS,KATHIANI,kathiani,MITAMBONI,Operational,No,No,No,No,,Yes,Yes,No
16683,Kuresoi Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,15,0,NAKURU,KURESOI NORTH,kuresoi north,KIPTORORO,Operational,Yes,No,Yes,No,,Yes,Yes,No
12236,Kathonzweni Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,4,2,MAKUENI,MAKUENI,makueni,KATHONZWENI,Operational,Yes,No,Yes,No,,Yes,Yes,No
16555,Theere Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MERU,IGEMBE NORTH,igembe north,ANTUBETWE KIONGO,Operational,No,No,No,No,,Yes,Yes,No
12839,Waita Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,0,KITUI,MWINGI CENTRAL,mwingi central,WAITA,Operational,Yes,No,Yes,No,,Yes,Yes,No
15682,Suguta Marmar Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,15,2,SAMBURU,SAMBURU CENTRAL,samburu central,LODOKEJEK,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
11990,Dukana Health Centre (North Horr),None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,8,0,MARSABIT,NORTH HORR,north horr,DUKANA,Operational,No,No,No,No,,Yes,Yes,No
16121,Shitsitswi Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,2,KAKAMEGA,BUTERE,butere,MARAMA CENTRAL,Operational,No,No,No,No,,Yes,Yes,No
13548,Esani Sub-District Hospital,None,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,10,0,NYAMIRA,KITUTU MASABA,masaba north,GESIMA,Operational,Yes,No,Yes,No,,Yes,Yes,No
15150,Mashuru Health Centre,None,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,6,0,KAJIADO,KAJIADO EAST,kajiado east,IMARORO,Operational,No,No,No,No,,Yes,Yes,No
13589,Got Kojowi Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,0,HOMA BAY,NDHIWA,ndhiwa,KWABWAI,Operational,No,No,No,No,,Yes,Yes,No
11387,Gede Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,14,6,KILIFI,KILIFI NORTH,kilifi north,DABASO,Operational,Yes,No,Yes,No,,Yes,Yes,No
15866,Ebusiratsi Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,3,VIHIGA,EMUHAYA,emuhaya,NORTH EAST BUNYORE,Operational,Yes,No,Yes,No,,Yes,Yes,No
12503,Mbiuni Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,4,0,MACHAKOS,MWALA,mwala,MBIUNI,Operational,No,No,No,No,,Yes,Yes,No
13160,Redemeed Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,NAIROBI,RUARAKA,ruaraka,BABANDOGO,Operational,No,No,No,No,,Yes,Yes,No
12414,Kyethani Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,5,0,KITUI,MWINGI WEST,mwingi west,KIOMO/KYETHANI,Operational,No,No,No,No,,Yes,Yes,No
12690,Nzawa Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,13,0,KITUI,MWINGI WEST,mwingi west,NGUUTANI,Operational,Yes,No,Yes,No,,Yes,Yes,No
12797,Thitani Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,27,27,KITUI,MWINGI WEST,mwingi west,KYOME/THAANA,Operational,Yes,No,Yes,No,,Yes,Yes,No
11923,Akachiu Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,8,2,MERU,IGEMBE SOUTH,igembe south,KANUNI,Operational,No,No,No,No,,Yes,Yes,No
12422,Laare Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,15,2,MERU,IGEMBE NORTH,igembe north,NTUNENE,Operational,No,No,No,No,,Yes,Yes,No
12365,Kitise Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,14,4,MAKUENI,MAKUENI,makueni,KITISE/KITHUKI,Operational,No,No,No,No,,Yes,Yes,No
11395,Shimo-La Tewa Health Centre (GK Prison),None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,24,0,MOMBASA,KISAUNI,kisauni,SHANZU,Operational,Yes,No,Yes,No,,Yes,Yes,No
10170,Endarasha Rural Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,0,NYERI,KIENI,kieni west,MWIYOGO/ENDARASHA,Operational,No,No,No,No,,Yes,Yes,No
12192,Kaongo Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,12,0,MERU,CENTRAL IMENTI,imenti central,ABOTHUGUCHI CENTRAL,Operational,Yes,No,No,No,,Yes,Yes,No
12848,Wingemi Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI CENTRAL,mwingi central,NUU,Operational,Yes,No,Yes,No,,Yes,Yes,No
12483,Mathuki Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,4,0,KITUI,MWINGI CENTRAL,mwingi central,MUI,Operational,Yes,No,Yes,No,,Yes,Yes,No
12186,Kanyunga Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,3,0,KITUI,MWINGI CENTRAL,mwingi central,CENTRAL,Operational,Yes,No,Yes,No,,Yes,Yes,No
12654,Ngomeni Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,7,0,KITUI,MWINGI NORTH,mwingi north,NGOMENI,Operational,Yes,No,Yes,No,,Yes,Yes,No
12805,Tseikuru Sub-District Hospital,None,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,25,0,KITUI,MWINGI NORTH,mwingi north,TSEIKURU,Operational,Yes,No,Yes,No,,Yes,Yes,No
13428,Sabuli Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,WAJIR,WAJIR SOUTH,wajir south,BENANE,Operational,No,No,No,No,,Yes,Yes,No
16004,Matayos Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,14,0,BUSIA,MATAYOS,matayos,MATAYOS SOUTH,Operational,Yes,No,Yes,No,,Yes,Yes,No
15823,Bumala A Health Centre,None,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,4,0,BUSIA,BUTULA,butula,MARACHI WEST,Operational,No,No,Yes,No,,Yes,Yes,No
15994,Malakisi Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,25,0,BUNGOMA,SIRISIA,sirisia,LWANDANYI,Operational,Yes,No,Yes,No,,Yes,Yes,No
16282,Kasongo Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KERICHO,SIGOWET/SOIN,sigowet/soin,SOIN,Operational,No,No,No,No,,Yes,Yes,No
13461,Abidha Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,16,0,SIAYA,RARIEDA,rarieda,EAST ASEMBO,Operational,Yes,No,Yes,No,,Yes,Yes,No
12717,Ruiri Rural Health Demonstration Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,0,MERU,BUURI,buuri,KISIMA,Operational,No,No,No,No,,Yes,Yes,No
14086,Sigoti Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,17,2,KISUMU,NYAKACH,nyakach,SOUTH EAST NYAKACH,Operational,No,No,No,No,,Yes,Yes,No
11936,Athi River Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,4,MACHAKOS,MAVOKO,athi river,ATHI RIVER,Operational,Yes,No,Yes,No,,Yes,Yes,No
11928,Amugaa Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MERU,TIGANIA EAST,tigania east,THANGATHA,Operational,No,No,No,No,,Yes,Yes,No
14054,Riotanchi Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,14,0,KISII,BONCHARI,bonchari,BOMORENDA,Operational,Yes,No,Yes,No,,Yes,Yes,No
16180,New Heri Medical Centre,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KILIFI,KILIFI NORTH,kilifi north,TEZO,Operational,No,No,No,No,,Yes,Yes,No
15013,Lare Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,0,NAKURU,NJORO,njoro,LARE,Operational,Yes,No,Yes,No,,Yes,Yes,No
13778,Mariwa Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,8,0,MIGORI,AWENDO,awendo sub county,SOUTH SAKWA,Operational,No,No,No,No,,Yes,Yes,No
10872,Ngorongo Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,2,KIAMBU,GATUNDU NORTH,gatundu north,GITUAMBA,Operational,No,No,No,No,,Yes,Yes,No
12829,Uringu Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,12,2,MERU,TIGANIA WEST,tigania west,NKOMO,Operational,Yes,No,Yes,No,,Yes,Yes,No
10657,Leshau Pondo Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,NYANDARUA,NDARAGWA,ndaragwa,LESHAU/PONDO,Operational,No,No,No,No,,Yes,Yes,No
